participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.role_set,player.bid_amount,player.is_winner,player.item_private_value,player.item_common_value_signal,player.item_common_value,player.item_both_value,player.item_final_value,player.money_earned,player.max_bid,player.min_bid,player.retake,player.bid_amount1,player.bid_amount2,group.id_in_subsession,group.common_value,group.highest_bid,subsession.round_number,subsession.is_practice_round,subsession.total_rounds,subsession.real_rounds,subsession.auction,subsession.switch_group,subsession.switch_type,subsession.a,subsession.b,subsession.c,subsession.d,subsession.endowment,subsession.red_bid,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
8,tg59o8gv,leeps_6,0,312,650,common_value_auction,FinalPage,07:46.8,1,,,3110,3,,150,bidder,110,0,93,109,104,197,104,0,125,75,0,102,110,3,104,125,9,0,24,20,common,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
9,vln8v50r,leeps_9,0,312,650,common_value_auction,FinalPage,07:47.6,1,,,3065,4,,129,bidder,125,1,94,104,104,198,104,0,125,75,0,125,125,3,104,125,9,0,24,20,common,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
10,yq3wf849,leeps_12,0,312,650,common_value_auction,FinalPage,07:53.2,1,,,2974,4,,150,bidder,101,0,101,109,104,205,104,0,125,75,0,100,101,1,104,125,9,0,24,20,common,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
11,naqebkuv,leeps_7,0,312,650,common_value_auction,FinalPage,07:57.1,1,,,3025,4,,142,bidder,112,1,110,116,104,214,104,0,125,75,0,97,112,2,104,112,9,0,24,20,common,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
12,bpew2qm8,leeps_11,0,312,650,common_value_auction,FinalPage,08:10.7,1,,,2776,3,,129,bidder,125,1,96,122,104,200,104,0,125,75,0,125,125,1,104,125,9,0,24,20,common,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
1,emhwyl8i,leeps_3,0,312,650,common_value_auction,FinalPage,07:27.9,1,,,3002,2,,148,bidder,213,1,118,92,93,211,211,0,250,150,0,213,,3,93,213,10,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
2,llj6ja7a,leeps_4,0,312,650,common_value_auction,FinalPage,07:30.6,1,,,3175,1,,250,auctioneer,,0,97,119,106,203,0,0,0,0,0,,,1,106,250,10,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
3,vpars3n3,leeps_2,0,312,650,common_value_auction,FinalPage,07:35.1,1,,,3128,1,,213,auctioneer,,0,115,84,93,208,0,0,0,0,0,,,3,93,213,10,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
4,fp8k6h1d,leeps_1,0,312,650,common_value_auction,FinalPage,07:36.4,1,,,3036,3,,150,bidder,172,0,89,91,84,173,173,0,250,150,0,170,172,2,84,185,10,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
5,mqt0al14,leeps_8,0,312,650,common_value_auction,FinalPage,07:38.9,1,,,2967,1,,185,auctioneer,,0,90,105,84,174,0,0,0,0,1,,,2,84,185,10,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
6,r1x3f9d1,leeps_10,0,312,650,common_value_auction,FinalPage,07:43.3,1,,,2775,2,,150,bidder,150,0,122,102,106,228,228,0,250,150,0,150,,1,106,250,10,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
7,1wvf7yqk,leeps_5,0,312,650,common_value_auction,FinalPage,07:45.3,1,,,2935,4,,150,bidder,177,0,92,86,84,176,176,0,250,150,0,184,177,2,84,185,10,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
8,tg59o8gv,leeps_6,0,312,650,common_value_auction,FinalPage,07:46.8,1,,,3110,4,,150,bidder,150,0,106,84,93,199,199,0,250,150,0,150,,3,93,213,10,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
9,vln8v50r,leeps_9,0,312,650,common_value_auction,FinalPage,07:47.6,1,,,3065,3,,150,bidder,180,0,80,103,106,186,186,0,250,150,0,180,,1,106,250,10,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
10,yq3wf849,leeps_12,0,312,650,common_value_auction,FinalPage,07:53.2,1,,,2974,2,,146,bidder,185,1,97,75,84,181,181,0,250,150,0,170,185,2,84,185,10,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
11,naqebkuv,leeps_7,0,312,650,common_value_auction,FinalPage,07:57.1,1,,,3025,3,,150,bidder,155,0,123,103,93,216,216,0,250,150,0,155,,3,93,213,10,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
12,bpew2qm8,leeps_11,0,312,650,common_value_auction,FinalPage,08:10.7,1,,,2776,4,,109,bidder,250,1,103,113,106,209,209,0,250,150,0,250,,1,106,250,10,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
1,emhwyl8i,leeps_3,0,312,650,common_value_auction,FinalPage,07:27.9,1,,,3002,4,,132,bidder,233,1,105,119,110,215,215,0,250,150,0,233,,3,110,233,11,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
2,llj6ja7a,leeps_4,0,312,650,common_value_auction,FinalPage,07:30.6,1,,,3175,1,,202,auctioneer,,0,123,76,104,227,0,0,0,0,0,,,2,104,202,11,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
3,vpars3n3,leeps_2,0,312,650,common_value_auction,FinalPage,07:35.1,1,,,3128,1,,233,auctioneer,,0,104,122,110,214,0,0,0,0,0,,,3,110,233,11,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
4,fp8k6h1d,leeps_1,0,312,650,common_value_auction,FinalPage,07:36.4,1,,,3036,4,,150,bidder,180,0,107,79,92,199,199,0,250,150,0,180,,1,92,250,11,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
5,mqt0al14,leeps_8,0,312,650,common_value_auction,FinalPage,07:38.9,1,,,2967,2,,150,bidder,200,0,98,110,104,202,202,0,250,150,0,200,,2,104,202,11,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
6,r1x3f9d1,leeps_10,0,312,650,common_value_auction,FinalPage,07:43.3,1,,,2775,2,,150,bidder,223,0,100,109,110,210,210,0,250,150,0,223,,3,110,233,11,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
7,1wvf7yqk,leeps_5,0,312,650,common_value_auction,FinalPage,07:45.3,1,,,2935,4,,168,bidder,202,1,116,91,104,220,220,0,250,150,0,202,,2,104,202,11,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
8,tg59o8gv,leeps_6,0,312,650,common_value_auction,FinalPage,07:46.8,1,,,3110,3,,150,bidder,160,0,97,103,110,207,207,0,250,150,0,160,,3,110,233,11,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
9,vln8v50r,leeps_9,0,312,650,common_value_auction,FinalPage,07:47.6,1,,,3065,3,,101,bidder,250,1,109,109,92,201,201,0,250,150,0,250,,1,92,250,11,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
10,yq3wf849,leeps_12,0,312,650,common_value_auction,FinalPage,07:53.2,1,,,2974,2,,150,bidder,180,0,92,89,92,184,184,0,250,150,0,180,,1,92,250,11,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
11,naqebkuv,leeps_7,0,312,650,common_value_auction,FinalPage,07:57.1,1,,,3025,3,,150,bidder,182,0,122,111,104,226,226,0,250,150,0,182,,2,104,202,11,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
12,bpew2qm8,leeps_11,0,312,650,common_value_auction,FinalPage,08:10.7,1,,,2776,1,,250,auctioneer,,0,113,97,92,205,0,0,0,0,0,,,1,92,250,11,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
1,emhwyl8i,leeps_3,0,312,650,common_value_auction,FinalPage,07:27.9,1,,,3002,2,,150,bidder,180,0,109,84,89,198,198,0,250,150,0,180,,1,89,250,12,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
2,llj6ja7a,leeps_4,0,312,650,common_value_auction,FinalPage,07:30.6,1,,,3175,4,,150,bidder,150,0,90,83,84,174,174,0,250,150,0,150,,3,84,245,12,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
3,vpars3n3,leeps_2,0,312,650,common_value_auction,FinalPage,07:35.1,1,,,3128,4,,150,bidder,175,0,96,110,89,185,185,0,250,150,0,175,,1,89,250,12,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
4,fp8k6h1d,leeps_1,0,312,650,common_value_auction,FinalPage,07:36.4,1,,,3036,1,,245,auctioneer,,0,114,91,84,198,0,0,0,0,0,,,3,84,245,12,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
5,mqt0al14,leeps_8,0,312,650,common_value_auction,FinalPage,07:38.9,1,,,2967,3,,150,bidder,189,0,95,87,97,192,192,0,250,150,0,189,189,2,97,204,12,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
6,r1x3f9d1,leeps_10,0,312,650,common_value_auction,FinalPage,07:43.3,1,,,2775,2,,89,bidder,245,1,100,78,84,184,184,0,250,150,0,245,,3,84,245,12,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
7,1wvf7yqk,leeps_5,0,312,650,common_value_auction,FinalPage,07:45.3,1,,,2935,4,,159,bidder,204,1,116,96,97,213,213,0,250,150,0,205,204,2,97,204,12,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
8,tg59o8gv,leeps_6,0,312,650,common_value_auction,FinalPage,07:46.8,1,,,3110,1,,204,auctioneer,,0,116,87,97,213,0,0,0,0,1,,,2,97,204,12,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
9,vln8v50r,leeps_9,0,312,650,common_value_auction,FinalPage,07:47.6,1,,,3065,1,,250,auctioneer,,0,114,91,89,203,0,0,0,0,0,,,1,89,250,12,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
10,yq3wf849,leeps_12,0,312,650,common_value_auction,FinalPage,07:53.2,1,,,2974,2,,150,bidder,182,0,86,108,97,183,183,0,250,150,0,180,182,2,97,204,12,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
11,naqebkuv,leeps_7,0,312,650,common_value_auction,FinalPage,07:57.1,1,,,3025,3,,150,bidder,199,0,95,92,84,179,179,0,250,150,0,199,,3,84,245,12,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
12,bpew2qm8,leeps_11,0,312,650,common_value_auction,FinalPage,08:10.7,1,,,2776,3,,83,bidder,250,1,94,75,89,183,183,0,250,150,0,250,,1,89,250,12,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
1,emhwyl8i,leeps_3,0,312,650,common_value_auction,FinalPage,07:27.9,1,,,3002,1,,245,auctioneer,,0,122,118,89,211,0,0,0,0,1,,,3,89,245,13,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
2,llj6ja7a,leeps_4,0,312,650,common_value_auction,FinalPage,07:30.6,1,,,3175,1,,190,auctioneer,,0,116,116,91,207,0,0,0,0,1,,,2,91,190,13,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
3,vpars3n3,leeps_2,0,312,650,common_value_auction,FinalPage,07:35.1,1,,,3128,4,,150,bidder,190,0,97,89,91,188,188,0,250,150,0,188,190,2,91,190,13,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
4,fp8k6h1d,leeps_1,0,312,650,common_value_auction,FinalPage,07:36.4,1,,,3036,2,,150,bidder,200,0,103,122,108,211,211,0,250,150,0,201,200,1,108,212,13,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
5,mqt0al14,leeps_8,0,312,650,common_value_auction,FinalPage,07:38.9,1,,,2967,4,,150,bidder,187,0,95,81,108,203,203,0,250,150,0,182,187,1,108,212,13,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
6,r1x3f9d1,leeps_10,0,312,650,common_value_auction,FinalPage,07:43.3,1,,,2775,4,,70,bidder,245,1,76,107,89,165,165,0,250,150,0,212,245,3,89,245,13,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
7,1wvf7yqk,leeps_5,0,312,650,common_value_auction,FinalPage,07:45.3,1,,,2935,3,,158,bidder,212,1,112,121,108,220,220,0,250,150,0,220,212,1,108,212,13,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
8,tg59o8gv,leeps_6,0,312,650,common_value_auction,FinalPage,07:46.8,1,,,3110,3,,150,bidder,216,0,105,79,89,194,194,0,250,150,0,203,216,3,89,245,13,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
9,vln8v50r,leeps_9,0,312,650,common_value_auction,FinalPage,07:47.6,1,,,3065,2,,150,bidder,162,0,78,84,91,169,169,0,250,150,0,160,162,2,91,190,13,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
10,yq3wf849,leeps_12,0,312,650,common_value_auction,FinalPage,07:53.2,1,,,2974,3,,154,bidder,190,1,103,101,91,194,194,0,250,150,0,195,190,2,91,190,13,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
11,naqebkuv,leeps_7,0,312,650,common_value_auction,FinalPage,07:57.1,1,,,3025,1,,212,auctioneer,,0,96,122,108,204,0,0,0,0,1,,,1,108,212,13,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
12,bpew2qm8,leeps_11,0,312,650,common_value_auction,FinalPage,08:10.7,1,,,2776,2,,150,bidder,205,0,111,82,89,200,200,0,250,150,0,173,205,3,89,245,13,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
1,emhwyl8i,leeps_3,0,312,650,common_value_auction,FinalPage,07:27.9,1,,,3002,4,,150,bidder,150,0,114,82,90,204,204,0,250,150,0,210,150,3,90,196,14,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
2,llj6ja7a,leeps_4,0,312,650,common_value_auction,FinalPage,07:30.6,1,,,3175,3,,150,bidder,155,0,81,79,81,162,162,0,250,150,0,155,,2,81,203,14,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
3,vpars3n3,leeps_2,0,312,650,common_value_auction,FinalPage,07:35.1,1,,,3128,1,,203,auctioneer,,0,88,110,81,169,0,0,0,0,0,,,2,81,203,14,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
4,fp8k6h1d,leeps_1,0,312,650,common_value_auction,FinalPage,07:36.4,1,,,3036,3,,144,bidder,196,1,100,108,90,190,190,0,250,150,0,196,196,3,90,196,14,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
5,mqt0al14,leeps_8,0,312,650,common_value_auction,FinalPage,07:38.9,1,,,2967,4,,129,bidder,203,1,101,82,81,182,182,0,250,150,0,203,,2,81,203,14,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
6,r1x3f9d1,leeps_10,0,312,650,common_value_auction,FinalPage,07:43.3,1,,,2775,1,,230,auctioneer,,0,89,116,106,195,0,0,0,0,0,,,1,106,230,14,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
7,1wvf7yqk,leeps_5,0,312,650,common_value_auction,FinalPage,07:45.3,1,,,2935,2,,150,bidder,187,0,101,81,90,191,191,0,250,150,0,190,187,3,90,196,14,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
8,tg59o8gv,leeps_6,0,312,650,common_value_auction,FinalPage,07:46.8,1,,,3110,2,,145,bidder,230,1,119,106,106,225,225,0,250,150,0,230,,1,106,230,14,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
9,vln8v50r,leeps_9,0,312,650,common_value_auction,FinalPage,07:47.6,1,,,3065,4,,150,bidder,215,0,101,115,106,207,207,0,250,150,0,215,,1,106,230,14,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
10,yq3wf849,leeps_12,0,312,650,common_value_auction,FinalPage,07:53.2,1,,,2974,2,,150,bidder,200,0,117,83,81,198,198,0,250,150,0,200,,2,81,203,14,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
11,naqebkuv,leeps_7,0,312,650,common_value_auction,FinalPage,07:57.1,1,,,3025,3,,150,bidder,188,0,102,97,106,208,208,0,250,150,0,188,,1,106,230,14,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
12,bpew2qm8,leeps_11,0,312,650,common_value_auction,FinalPage,08:10.7,1,,,2776,1,,196,auctioneer,,0,85,103,90,175,0,0,0,0,1,,,3,90,196,14,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
1,emhwyl8i,leeps_3,0,312,650,common_value_auction,FinalPage,07:27.9,1,,,3002,4,,158,bidder,198,1,115,91,91,206,206,0,250,150,0,198,,1,91,198,15,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
2,llj6ja7a,leeps_4,0,312,650,common_value_auction,FinalPage,07:30.6,1,,,3175,2,,150,bidder,165,0,94,77,89,183,183,0,250,150,0,165,,2,89,241,15,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
3,vpars3n3,leeps_2,0,312,650,common_value_auction,FinalPage,07:35.1,1,,,3128,3,,150,bidder,183,0,80,88,91,171,171,0,250,150,0,183,,1,91,198,15,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
4,fp8k6h1d,leeps_1,0,312,650,common_value_auction,FinalPage,07:36.4,1,,,3036,1,,222,auctioneer,,0,116,120,114,230,0,0,0,0,0,,,3,114,222,15,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
5,mqt0al14,leeps_8,0,312,650,common_value_auction,FinalPage,07:38.9,1,,,2967,1,,198,auctioneer,,0,78,79,91,169,0,0,0,0,0,,,1,91,198,15,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
6,r1x3f9d1,leeps_10,0,312,650,common_value_auction,FinalPage,07:43.3,1,,,2775,3,,85,bidder,241,1,87,96,89,176,176,0,250,150,0,241,,2,89,241,15,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
7,1wvf7yqk,leeps_5,0,312,650,common_value_auction,FinalPage,07:45.3,1,,,2935,2,,150,bidder,190,0,91,99,114,205,205,0,250,150,0,190,,3,114,222,15,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
8,tg59o8gv,leeps_6,0,312,650,common_value_auction,FinalPage,07:46.8,1,,,3110,1,,241,auctioneer,,0,110,93,89,199,0,0,0,0,0,,,2,89,241,15,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
9,vln8v50r,leeps_9,0,312,650,common_value_auction,FinalPage,07:47.6,1,,,3065,2,,150,bidder,180,0,86,94,91,177,177,0,250,150,0,180,,1,91,198,15,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
10,yq3wf849,leeps_12,0,312,650,common_value_auction,FinalPage,07:53.2,1,,,2974,3,,150,bidder,180,0,85,124,114,199,199,0,250,150,0,180,,3,114,222,15,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
11,naqebkuv,leeps_7,0,312,650,common_value_auction,FinalPage,07:57.1,1,,,3025,4,,138,bidder,222,1,96,121,114,210,210,0,250,150,0,222,,3,114,222,15,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
12,bpew2qm8,leeps_11,0,312,650,common_value_auction,FinalPage,08:10.7,1,,,2776,4,,150,bidder,211,0,108,94,89,197,197,0,250,150,0,211,,2,89,241,15,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
1,emhwyl8i,leeps_3,0,312,650,common_value_auction,FinalPage,07:27.9,1,,,3002,4,,150,bidder,181,0,115,93,97,212,212,0,250,150,0,180,181,3,97,192,16,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
2,llj6ja7a,leeps_4,0,312,650,common_value_auction,FinalPage,07:30.6,1,,,3175,4,,150,bidder,180,0,92,119,108,200,200,0,250,150,0,180,,1,108,245,16,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
3,vpars3n3,leeps_2,0,312,650,common_value_auction,FinalPage,07:35.1,1,,,3128,4,,158,bidder,202,1,94,123,116,210,210,0,250,150,0,202,202,2,116,202,16,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
4,fp8k6h1d,leeps_1,0,312,650,common_value_auction,FinalPage,07:36.4,1,,,3036,3,,150,bidder,191,0,95,120,116,211,211,0,250,150,0,187,191,2,116,202,16,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
5,mqt0al14,leeps_8,0,312,650,common_value_auction,FinalPage,07:38.9,1,,,2967,2,,141,bidder,192,1,86,123,97,183,183,0,250,150,0,201,192,3,97,192,16,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
6,r1x3f9d1,leeps_10,0,312,650,common_value_auction,FinalPage,07:43.3,1,,,2775,1,,192,auctioneer,,0,88,106,97,185,0,0,0,0,1,,,3,97,192,16,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
7,1wvf7yqk,leeps_5,0,312,650,common_value_auction,FinalPage,07:45.3,1,,,2935,3,,150,bidder,183,0,85,88,108,193,193,0,250,150,0,183,,1,108,245,16,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
8,tg59o8gv,leeps_6,0,312,650,common_value_auction,FinalPage,07:46.8,1,,,3110,2,,150,bidder,201,0,124,106,116,240,240,0,250,150,0,212,201,2,116,202,16,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
9,vln8v50r,leeps_9,0,312,650,common_value_auction,FinalPage,07:47.6,1,,,3065,1,,245,auctioneer,,0,112,124,108,220,0,0,0,0,0,,,1,108,245,16,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
10,yq3wf849,leeps_12,0,312,650,common_value_auction,FinalPage,07:53.2,1,,,2974,3,,150,bidder,172,0,88,76,97,185,185,0,250,150,0,165,172,3,97,192,16,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
11,naqebkuv,leeps_7,0,312,650,common_value_auction,FinalPage,07:57.1,1,,,3025,1,,202,auctioneer,,0,118,90,116,234,0,0,0,0,1,,,2,116,202,16,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
12,bpew2qm8,leeps_11,0,312,650,common_value_auction,FinalPage,08:10.7,1,,,2776,2,,111,bidder,245,1,98,118,108,206,206,0,250,150,0,245,,1,108,245,16,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
1,emhwyl8i,leeps_3,0,312,650,common_value_auction,FinalPage,07:27.9,1,,,3002,1,,201,auctioneer,,0,108,83,103,211,0,0,0,0,1,,,1,103,201,17,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
2,llj6ja7a,leeps_4,0,312,650,common_value_auction,FinalPage,07:30.6,1,,,3175,3,,150,bidder,175,0,81,98,96,177,177,0,250,150,0,175,175,2,96,201,17,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
3,vpars3n3,leeps_2,0,312,650,common_value_auction,FinalPage,07:35.1,1,,,3128,4,,158,bidder,201,1,113,108,96,209,209,0,250,150,0,200,201,2,96,201,17,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
4,fp8k6h1d,leeps_1,0,312,650,common_value_auction,FinalPage,07:36.4,1,,,3036,4,,150,bidder,181,0,89,99,103,192,192,0,250,150,0,160,181,1,103,201,17,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
5,mqt0al14,leeps_8,0,312,650,common_value_auction,FinalPage,07:38.9,1,,,2967,2,,150,bidder,191,0,91,83,96,187,187,0,250,150,0,189,191,2,96,201,17,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
6,r1x3f9d1,leeps_10,0,312,650,common_value_auction,FinalPage,07:43.3,1,,,2775,2,,145,bidder,213,1,111,107,97,208,208,0,250,150,0,175,213,3,97,213,17,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
7,1wvf7yqk,leeps_5,0,312,650,common_value_auction,FinalPage,07:45.3,1,,,2935,2,,150,bidder,186,0,77,115,103,180,180,0,250,150,0,183,186,1,103,201,17,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
8,tg59o8gv,leeps_6,0,312,650,common_value_auction,FinalPage,07:46.8,1,,,3110,3,,150,bidder,182,0,103,88,97,200,200,0,250,150,0,180,182,3,97,213,17,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
9,vln8v50r,leeps_9,0,312,650,common_value_auction,FinalPage,07:47.6,1,,,3065,1,,213,auctioneer,,0,91,93,97,188,0,0,0,0,1,,,3,97,213,17,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
10,yq3wf849,leeps_12,0,312,650,common_value_auction,FinalPage,07:53.2,1,,,2974,4,,150,bidder,182,0,80,98,97,177,177,0,250,150,0,180,182,3,97,213,17,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
11,naqebkuv,leeps_7,0,312,650,common_value_auction,FinalPage,07:57.1,1,,,3025,1,,201,auctioneer,,0,123,104,96,219,0,0,0,0,1,,,2,96,201,17,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
12,bpew2qm8,leeps_11,0,312,650,common_value_auction,FinalPage,08:10.7,1,,,2776,3,,148,bidder,201,1,96,95,103,199,199,0,250,150,0,191,201,1,103,201,17,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
1,emhwyl8i,leeps_3,0,312,650,common_value_auction,FinalPage,07:27.9,1,,,3002,1,,225,auctioneer,,0,86,120,106,192,0,0,0,0,1,,,2,106,225,18,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
2,llj6ja7a,leeps_4,0,312,650,common_value_auction,FinalPage,07:30.6,1,,,3175,2,,150,bidder,189,0,104,107,104,208,208,0,250,150,0,189,189,3,104,193,18,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
3,vpars3n3,leeps_2,0,312,650,common_value_auction,FinalPage,07:35.1,1,,,3128,2,,148,bidder,225,1,117,118,106,223,223,0,250,150,0,222,225,2,106,225,18,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
4,fp8k6h1d,leeps_1,0,312,650,common_value_auction,FinalPage,07:36.4,1,,,3036,4,,150,bidder,191,0,110,108,104,214,214,0,250,150,0,171,191,3,104,193,18,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
5,mqt0al14,leeps_8,0,312,650,common_value_auction,FinalPage,07:38.9,1,,,2967,3,,151,bidder,193,1,90,97,104,194,194,0,250,150,0,193,193,3,104,193,18,0,24,20,both,1,1,75,125,75,125,150,1,5520yzzr,,,,,0
